lat;long;prohod_d;prohod_dd;prohod_dn
55.655155181884766;37.75764846801758;317.4548387096774;229.1731182795699;229.1731182795699
55.655540466308594;37.758636474609375;327.31827956989247;254.76236559139784;254.76236559139784
55.65578079223633;37.75920104980469;515.7112903225807;389.2258064516129;389.2258064516129
55.65694046020508;37.75919723510742;323.13602150537633;236.59623655913973;236.59623655913973
55.65735626220703;37.75857925415039;415.5134408602151;306.63709677419354;306.63709677419354
55.67280578613281;37.49541473388672;785.119021134594;605.3075639599555;605.3075639599555
55.67281723022461;37.49541473388672;394.456618464961;305.71023359288097;305.71023359288097
55.70455551147461;37.61294174194336;1117.3345280764636;854.2007168458781;854.2007168458781
55.70621871948242;37.65497970581055;1353.6340378197997;1001.0784204671857;1001.0784204671857
55.70634841918945;37.620208740234375;3764.2666666666655;2761.719354838709;2761.719354838709
55.70649719238281;37.657352447509766;2485.2102150537635;1881.9381720430104;1881.9381720430104
55.70661926269531;37.655189514160156;725.3520578420466;554.5283648498331;554.5283648498331
55.7066764831543;37.576904296875;411.45107526881714;302.3403225806452;302.3403225806452
55.70669937133789;37.60213851928711;373.602688172043;272.98118279569894;272.98118279569894
55.706783294677734;37.65787887573242;1277.3666666666666;996.1956989247312;996.1956989247312
55.7067985534668;37.603355407714844;495.0317204301076;377.8591397849463;377.8591397849463
55.70711135864258;37.601097106933594;101.202688172043;72.5236559139785;72.5236559139785
55.70713806152344;37.57781219482422;534.7494623655914;406.9322580645161;406.9322580645161
55.70721435546875;37.601051330566406;142.3790322580645;108.29032258064515;108.29032258064515
55.7073860168457;37.576019287109375;469.5731182795699;360.8413978494624;360.8413978494624
55.707435607910156;37.657012939453125;1919.8231182795696;1451.9301075268818;1451.9301075268818
55.70746994018555;37.60255813598633;263.2155913978495;196.2086021505376;196.2086021505376
55.70747756958008;37.5768928527832;458.6193548387096;346.6037634408602;346.6037634408602
55.7075080871582;37.65927505493164;1056.1139784946236;843.441935483871;843.441935483871
55.70751190185547;37.65927505493164;935.3166666666666;722.1537634408602;722.1537634408602
55.70756912231445;37.588809967041016;3032.1091397849464;2302.791935483871;2302.791935483871
55.70782470703125;37.6292839050293;1857.9440860215047;1400.956451612903;1400.956451612903
55.70783615112305;37.589229583740234;6447.174731182796;5244.62688172043;5244.62688172043
55.707950592041016;37.65727996826172;865.2352941176471;607.8235294117648;607.8235294117648
55.70803451538086;37.61077117919922;797.5204301075269;615.4870967741936;615.4870967741936
55.708194732666016;37.586700439453125;235.4489247311828;188.1365591397849;188.1365591397849
55.70820236206055;37.586700439453125;732.6693548387098;560.0559139784946;560.0559139784946
55.708255767822266;37.66081619262695;789.671505376344;598.7505376344086;598.7505376344086
55.70825958251953;37.660858154296875;429.2994623655914;320.6731182795699;320.6731182795699
55.7082633972168;37.59131622314453;1715.793010752688;1383.793010752688;1383.793010752688
55.708282470703125;37.59131622314453;2007.577956989247;1600.008064516129;1600.008064516129
55.70829772949219;37.606502532958984;332.86075268817206;244.2940860215053;244.2940860215053
55.70833969116211;37.606597900390625;235.79193548387096;163.63709677419354;163.63709677419354
55.70836639404297;37.659751892089844;766.7951612903225;570.4295698924732;570.4295698924732
55.7083740234375;37.658748626708984;1602.1666666666667;1191.4092592592592;1191.4092592592592
55.708377838134766;37.60091018676758;541.9881720430108;407.5956989247312;407.5956989247312
55.70838165283203;37.658729553222656;1072.8759259259257;806.9759259259259;806.9759259259259
55.70840835571289;37.61835479736328;1014.033870967742;695.1161290322581;695.1161290322581
55.70842742919922;37.65983200073242;839.4322580645162;627.9387096774194;627.9387096774194
55.708431243896484;37.60380935668945;799.4693548387097;590.1263440860215;590.1263440860215
55.70844268798828;37.618385314941406;776.8204301075268;584.2930107526881;584.2930107526881
55.708560943603516;37.60992431640625;370.8483870967742;284.61129032258066;284.61129032258066
55.70856857299805;37.60980987548828;460.910752688172;352.7263440860215;352.7263440860215
55.70857620239258;37.59953689575195;1326.5112903225806;1012.8903225806451;1012.8903225806451
55.70867156982422;37.62093734741211;3061.0655913978494;2285.1833333333334;2285.1833333333334
55.70867156982422;37.65720748901367;1979.715053763441;1547.612365591398;1547.612365591398
55.70869064331055;37.62095260620117;3058.4231182795697;2326.525806451613;2326.525806451613
55.70869827270508;37.65719223022461;703.9731182795699;519.6102150537635;519.6102150537635
55.70879364013672;37.658016204833984;2712.9357142857143;2122.9619047619044;2122.9619047619044
55.70880126953125;37.66238784790039;781.5370967741935;591.7602150537634;591.7602150537634
55.70882797241211;37.610923767089844;519.5311827956989;384.2510752688172;384.2510752688172
55.708831787109375;37.662418365478516;405.5510752688172;315.2102150537635;315.2102150537635
55.708900451660156;37.606048583984375;287.72281959378734;214.4504181600956;214.4504181600956
